"site","Depth","Sample_Date","Chl","AFDW","Lake_Level"
"Zephyr Pt.",0.5,2005-01-20,28.095,28.95,6223.01
"Zephyr Pt.",0.5,2005-03-03,28.77,22.93,6223.21
"Zephyr Pt.",0.5,2005-03-30,29.38,34.53,6223.62
"Zephyr Pt.",0.5,2005-04-29,35.225,47.24,6223.81
"Zephyr Pt.",0.5,2005-05-31,18.23,15.75,6225.03
"Zephyr Pt.",0.5,2005-06-29,16.55,17.11,6225.53
"Zephyr Pt.",0.5,2005-08-23,9.07,7.3,6225.08
"Zephyr Pt.",0.5,2005-11-18,15.915,26.6,6223.82
"Zephyr Pt.",0.5,2005-12-16,10.75,13.87,6224.07
"Zephyr Pt.",0.5,2006-01-25,6.665,,6225.89
"Zephyr Pt.",0.5,2006-02-23,3.81,2.52,6226.05
"Zephyr Pt.",0.5,2006-04-07,19.63,10.19,6227.02
"Zephyr Pt.",0.5,2006-04-28,19.045,11.78,6227.49
"Zephyr Pt.",0.5,2006-06-14,9.655,8.18,6228.92
"Zephyr Pt.",0.5,2006-06-29,3.63,4.22,6229.03
"Zephyr Pt.",0.5,2006-12-04,5.485,,6227.1
"Zephyr Pt.",0.5,2007-01-26,7.05,1.34,6226.87
"Zephyr Pt.",0.5,2007-02-15,9.875,6.29,6226.96
"Zephyr Pt.",0.5,2007-03-15,26.835,11.33,6227.13
"Zephyr Pt.",0.5,2007-05-15,11.51,8.86,6227.54
"Zephyr Pt.",0.5,2007-06-14,8.205,8.07,6227.57
"Zephyr Pt.",0.5,2007-11-26,20.485,18,6225
"Zephyr Pt.",0.5,2008-02-12,44.385,25.72,6225.11
"Zephyr Pt.",0.5,2008-03-12,37.205,22.06,6225.14
"Zephyr Pt.",0.5,2008-04-10,46.96,23.82,6225.09
"Zephyr Pt.",0.5,2008-06-02,76.45,31.91,6225.48
"Zephyr Pt.",0.5,2008-08-15,7.425,8.84,6224.61
"Zephyr Pt.",0.5,2009-01-23,24.885,22.51,6223.28
"Zephyr Pt.",0.5,2009-03-10,6.045,7.2,6223.62
"Zephyr Pt.",0.5,2009-06-25,12.56,15.06,6224.58
"Zephyr Pt.",0.5,2009-09-22,12.675,16.47,6223.31
"Zephyr Pt.",0.5,2010-01-04,21.815,18.53,6222.77
"Zephyr Pt.",0.5,2010-02-25,20.49,18.21,6223.13
"Zephyr Pt.",0.5,2010-03-26,10.785,12.91,6223.24
"Zephyr Pt.",0.5,2010-05-12,23.5,15.26,6223.77
"Zephyr Pt.",0.5,2010-10-13,28.95,25.86,6223.53
"Zephyr Pt.",0.5,2011-01-05,34.25,28.51,6224.55
"Zephyr Pt.",0.5,2011-03-31,21.925,8.96,6225.64
"Zephyr Pt.",0.5,2011-05-05,15.39,6.98,6226.15
"Zephyr Pt.",0.67,2011-05-23,12.90333333,10.16,6226.61
"Zephyr Pt.",0.5,2011-07-01,,,6228.04
"Zephyr Pt.",0.5,2011-10-28,4.555,3.2,6227.44
"Zephyr Pt.",0.5,2012-01-13,5.4,4.64,6226.65
"Zephyr Pt.",0.5,2012-03-19,7.345,1.73,6227.02
"Zephyr Pt.",0.5,2012-04-20,19.53,12.22,6227.19
"Zephyr Pt.",0.5,2012-05-11,8.67,5.9,6227.53
"Zephyr Pt.",0.5,2012-06-11,12.805,9.71,6227.63
"Zephyr Pt.",0.5,2012-08-27,5.025,3.82,6226.57
"Zephyr Pt.",0.5,2013-01-17,12.695,8.25,6226.04
"Zephyr Pt.",0.5,2013-02-28,10.28,7.97,6225.82
"Zephyr Pt.",0.5,2013-04-12,7.615,8.11,6225.99
"Zephyr Pt.",0.5,2013-06-21,27.025,24.75,6226.16
"Zephyr Pt.",0.5,2013-11-14,10.385,10.74,6223.98
"Zephyr Pt.",0.5,2014-03-04,11.015,13.62,6224.16
"Zephyr Pt.",0.5,2014-04-11,3.36,,6224.27
"Zephyr Pt.",0.5,2014-05-21,15.805,25.3,6224.42
"Zephyr Pt.",0.5,2014-07-02,6.455,10.47,6224.09
"Zephyr Pt.",0.5,2014-11-11,13.91666667,13.25,6222.68
"Zephyr Pt.",0.5,2015-02-20,12.53,12.92,6222.84
"Zephyr Pt.",0.5,2015-03-19,12.01,13.36,6222.83
"Zephyr Pt.",0.5,2015-05-19,10.575,14.81,6222.88
"Zephyr Pt.",0.5,2015-06-16,18.55,23.4,6222.98
"Zephyr Pt.",0.5,2015-11-19,11.92735688,12.300926,6221.53
"Zephyr Pt.",0.5,2016-02-29,16.11840658,19.53778688,6222.24
"Zephyr Pt.",0.5,2016-04-01,22.02103701,35.03280368,6222.87
"Zephyr Pt.",0.5,2016-05-04,19.53297813,43.96920285,6223.43
"Zephyr Pt.",0.5,2016-06-29,9.578327617,11.22453733,6223.96
"Zephyr Pt.",0.5,2016-10-20,10.95427485,11.81721314,6222.76
"Zephyr Pt.",0.5,2017-04-04,2.991385859,2.82,6227.24
"Zephyr Pt.",0.5,2017-05-22,2.488548563,3.265446817,6228.14
"Zephyr Pt.",0.5,2017-06-14,,0.899854862,6228.62
"Zephyr Pt.",0.5,2017-07-20,8.776743166,5.832285847,6228.92
"Zephyr Pt.",0.5,2018-01-02,6.417415711,3.946972946,6227.74
"Zephyr Pt.",0.5,2018-02-06,9.062262556,3.962905137,6227.96
"Zephyr Pt.",0.5,2018-03-29,9.548688668,5.042299193,6228.58
"Zephyr Pt.",0.5,2018-05-15,8.239881103,8.236515467,6228.81
"Zephyr Pt.",0.5,2018-07-25,7.634014803,4.978172401,6228.65
"Zephyr Pt.",0.5,2019-01-11,15.73324815,9.471434031,6226.73
"Zephyr Pt.",0.5,2019-03-19,39.52021954,22.84639768,6227.92
"Zephyr Pt.",0.5,2019-04-26,13.50969349,10.13899933,6228
"Zephyr Pt.",0.5,2019-06-18,11.1,8.95,6228.95
"Zephyr Pt.",0.5,2019-08-30,11.99,11.75308312,6228.51
"Zephyr Pt.",0.5,2020-02-07,11.52,9.694118703,6227.41
"Zephyr Pt.",0.5,2020-04-15,8.61,13.88327406,6227.54
"Zephyr Pt.",0.5,2020-06-02,19.09,21.90462545,6227.96
"Zephyr Pt.",0.5,2020-06-24,19.96,21.65365191,6227.86
"Zephyr Pt.",0.5,2020-10-16,28.72,19.28707752,6226.21
"Zephyr Pt.",0.5,2021-03-24,,12.17,6225.48
"Zephyr Pt.",0.5,2021-05-24,,75.28,6225.12
"Zephyr Pt.",0.5,2021-06-17,,28.58,6224.87
"Zephyr Pt.",0.5,2021-08-11,,32.36,6224.04
"Zephyr Pt.",0.5,2021-12-01,,30.38,6223.46
"Zephyr Pt.",0.5,2022-03-01,,52.92,6223.93
"Zephyr Pt.",0.5,2022-03-16,,65.75,6223.92
"Zephyr Pt.",0.5,2022-06-15,,37.74,6224.49
"Zephyr Pt.",0.5,2022-07-19,,25.57,6224.16
"Zephyr Pt.",0.5,2023-04-27,9.53,9.72,6225.75
"Zephyr Pt.",0.5,2023-05-25,7.38,13.49,6226.9
"Zephyr Pt.",0.5,2023-07-13,3.37,4.72,6228.26
"Zephyr Pt.",0.5,2023-11-01,3.21,12.45,6227.2
