"site","Depth","Sample_Date","Chl","AFDW","Lake_Level"
"Rubicon Pt.",0.5,2008-03-12,63.685,20.2,6225.14
"Rubicon Pt.",0.5,2008-04-10,168.17,113.79,6225.09
"Rubicon Pt.",0.5,2008-05-23,13.785,15.46,6225.38
"Rubicon Pt.",0.5,2008-08-13,10.13,11.98,6224.63
"Rubicon Pt.",0.5,2009-01-23,62.475,36.85,6223.28
"Rubicon Pt.",0.5,2009-03-10,38.26,27.7,6223.62
"Rubicon Pt.",0.5,2009-03-31,78.335,27.92,6223.68
"Rubicon Pt.",0.5,2009-06-25,19.59,27.62,6224.58
"Rubicon Pt.",0.5,2009-09-22,30.615,36.27,6223.31
"Rubicon Pt.",0.5,2010-01-04,17.115,17.73,6222.77
"Rubicon Pt.",0.5,2010-02-25,45.405,28.54,6223.13
"Rubicon Pt.",0.5,2010-03-24,58.46666667,43.1,6223.24
"Rubicon Pt.",0.5,2010-04-13,,,6223.44
"Rubicon Pt.",0.5,2010-10-13,133.345,89.98,6223.53
"Rubicon Pt.",0.5,2011-01-05,108.675,62.89,6224.55
"Rubicon Pt.",0.5,2011-03-28,14.6,5.99,6225.62
"Rubicon Pt.",0.5,2011-05-05,11.50333333,6.06,6226.15
"Rubicon Pt.",0.59,2011-05-13,30.10666667,18.18,6226.35
"Rubicon Pt.",0.5,2011-10-28,,1.65,6227.44
"Rubicon Pt.",0.5,2012-01-12,3.73,,6226.66
"Rubicon Pt.",0.5,2012-03-19,15.78,5.65,6227.02
"Rubicon Pt.",0.5,2012-04-09,74.15,25.93,6227.12
"Rubicon Pt.",0.5,2012-06-11,168.6166667,99.26,6227.63
"Rubicon Pt.",0.5,2012-08-27,4.15,3.78,6226.57
"Rubicon Pt.",0.5,2013-01-17,25.19,10.45,6226.04
"Rubicon Pt.",0.5,2013-02-28,29.405,20.39,6225.82
"Rubicon Pt.",0.5,2013-03-27,38.16666667,30.97,6225.9
"Rubicon Pt.",0.5,2013-06-21,9.735,9.42,6226.16
"Rubicon Pt.",0.5,2013-11-14,15.065,15.91,6223.98
"Rubicon Pt.",0.5,2014-03-04,19.985,17.47,6224.16
"Rubicon Pt.",0.5,2014-04-11,19.39,21.8,6224.27
"Rubicon Pt.",0.5,2014-05-21,11.355,14.45,6224.42
"Rubicon Pt.",0.5,2014-07-02,6.99,20.02,6224.09
"Rubicon Pt.",0.5,2014-11-11,18.9,26.23,6222.68
"Rubicon Pt.",0.5,2015-02-20,30.175,30.93,6222.84
"Rubicon Pt.",0.5,2015-03-19,26.71,26.88,6222.83
"Rubicon Pt.",0.5,2015-04-09,26.755,30.71,6222.77
"Rubicon Pt.",0.5,2015-06-16,47.81647515,50.67822125,6222.98
"Rubicon Pt.",0.5,2015-11-19,19.31007616,27.13780507,6221.53
"Rubicon Pt.",0.5,2016-02-29,48.62846197,50.47971118,6222.24
"Rubicon Pt.",0.5,2016-03-31,64.54431752,45.84844927,6222.86
"Rubicon Pt.",0.5,2016-05-04,90.54438208,71.62809175,6223.43
"Rubicon Pt.",0.5,2016-06-29,19.51116866,25.11336337,6223.96
"Rubicon Pt.",0.5,2016-10-20,16.54562662,22.85542391,6222.76
"Rubicon Pt.",0.5,2017-04-04,2.625616274,,6227.24
"Rubicon Pt.",0.5,2017-05-22,4.214860153,3.353840192,6228.14
"Rubicon Pt.",0.5,2017-06-14,2.925726605,3.001457331,6228.62
"Rubicon Pt.",0.5,2017-07-20,2.012747858,,6228.92
"Rubicon Pt.",0.5,2017-07-20,,,6228.92
"Rubicon Pt.",0.5,2018-01-02,3.6245861,,6227.74
"Rubicon Pt.",0.5,2018-02-06,3.777986931,,6227.96
"Rubicon Pt.",0.5,2018-03-29,17.63026064,9.296077412,6228.58
"Rubicon Pt.",0.5,2018-04-25,73.41300446,27.645382,6228.66
"Rubicon Pt.",0.5,2018-07-25,7.694935096,4.42261234,6228.65
"Rubicon Pt.",0.5,2019-01-11,7.938789811,5.206803606,6226.73
"Rubicon Pt.",0.5,2019-03-19,63.99448516,22.85333712,6227.92
"Rubicon Pt.",0.5,2019-04-26,179.3721607,144.6738825,6228
"Rubicon Pt.",0.5,2019-06-18,4.38,4.58,6228.95
"Rubicon Pt.",0.5,2020-02-07,35.56,14.57824109,6227.41
"Rubicon Pt.",0.5,2020-04-15,32.86,21.02950525,6227.54
"Rubicon Pt.",0.5,2020-06-02,19.59,17.34014806,6227.96
"Rubicon Pt.",0.5,2020-06-24,25.06,28.57762023,6227.86
"Rubicon Pt.",0.5,2020-10-16,21.48,13.16193288,6226.21
"Rubicon Pt.",0.5,2021-02-24,46.89,20.09,6225.67
"Rubicon Pt.",0.5,2021-03-25,52.94,24.25,6225.47
"Rubicon Pt.",0.5,2021-04-30,29.02,17.83,6225.26
"Rubicon Pt.",0.5,2021-06-16,18.37,,6224.88
"Rubicon Pt.",0.5,2021-08-13,18.14,22.74,6224.02
"Rubicon Pt.",0.5,2021-12-02,45.2,24.25,6223.46
"Rubicon Pt.",0.5,2022-02-24,31.3,26.79,6223.94
"Rubicon Pt.",0.5,2022-03-14,26.37,44.62,6223.91
"Rubicon Pt.",0.5,2022-07-18,82.05,31.42,6224.18
"Rubicon Pt.",0.5,2023-05-04,13.11,9.25,6226.03
"Rubicon Pt.",0.5,2023-05-23,12.62,47.64,6226.78
"Rubicon Pt.",0.5,2023-07-11,4.43,8.3,6228.25
"Rubicon Pt.",0.5,2023-10-31,3.36,3.87,6227.21
