"site","Depth","Sample_Date","Chl","AFDW","Lake_Level"
"Tahoe City",0.5,2009-03-13,73.055,80.36,6223.61
"Tahoe City",0.5,2009-04-07,39.98,33.64,6223.66
"Tahoe City",0.5,2009-06-26,32.045,43.89,6224.57
"Tahoe City",0.5,2009-09-22,8.43,15.38,6223.31
"Tahoe City",0.5,2010-01-04,34.01,33.64,6222.77
"Tahoe City",0.5,2010-02-25,104.995,163.9,6223.13
"Tahoe City",0.5,2010-03-24,59.24,46.42,6223.24
"Tahoe City",0.5,2010-04-26,115.15,68.48,6223.56
"Tahoe City",0.5,2010-10-13,18.66,20.1,6223.53
"Tahoe City",0.5,2011-01-05,37.03,36.17,6224.55
"Tahoe City",0.5,2011-03-28,24.91,14.65,6225.62
"Tahoe City",0.5,2011-04-29,43.11666667,48.78,6226.04
"Tahoe City",0.56,2011-05-09,45.35333333,65.15,6226.28
"Tahoe City",0.5,2011-06-30,2.005,3.23,6228
"Tahoe City",0.5,2011-10-28,43.77,37.46,6227.44
"Tahoe City",0.5,2012-01-12,41.45,33.57,6226.66
"Tahoe City",0.5,2012-03-19,105.8766667,106.49,6227.02
"Tahoe City",0.5,2012-04-11,119.3033333,94.16,6227.12
"Tahoe City",0.5,2012-06-11,19.955,23.25,6227.63
"Tahoe City",0.5,2012-08-27,21.885,20.83,6226.57
"Tahoe City",0.5,2013-01-16,64.58,53.05,6226.05
"Tahoe City",0.5,2013-02-28,126.03,120.97,6225.82
"Tahoe City",0.5,2013-03-28,74.38666667,71.64,6225.91
"Tahoe City",0.5,2013-06-21,15.115,13.4,6226.16
"Tahoe City",0.5,2013-11-14,26.335,25.55,6223.98
"Tahoe City",0.5,2014-03-10,38.45,39.96,6224.21
"Tahoe City",0.5,2014-04-11,65.18333333,70.15,6224.27
"Tahoe City",0.5,2014-05-21,16.485,17.6,6224.42
"Tahoe City",0.5,2014-06-27,11.74,13.48,6224.12
"Tahoe City",0.5,2014-11-11,5.635,8.17,6222.68
"Tahoe City",0.5,2015-02-20,32.185,29.98,6222.84
"Tahoe City",0.5,2015-03-19,35.64,53.38,6222.83
"Tahoe City",0.5,2015-04-09,16.98,22,6222.77
"Tahoe City",0.5,2015-06-16,12.09,15.54064055,6222.98
"Tahoe City",0.5,2015-11-19,23.99257576,22.29672492,6221.53
"Tahoe City",0.5,2016-02-29,53.48929736,87.87606975,6222.24
"Tahoe City",0.5,2016-03-30,56.46953726,138.5355793,6222.86
"Tahoe City",0.5,2016-05-04,12.11279582,18.40278866,6223.43
"Tahoe City",0.5,2016-06-29,1.203184699,,6223.96
"Tahoe City",0.5,2016-10-20,3.52098099,4.69434154,6222.76
"Tahoe City",0.5,2017-03-29,26.23501198,30.19859539,6227.16
"Tahoe City",0.5,2017-05-22,13.59879892,26.3397588,6228.14
"Tahoe City",0.5,2017-06-14,7.960664446,11.46831409,6228.62
"Tahoe City",0.5,2017-07-20,3.265755517,,6228.92
"Tahoe City",0.5,2018-01-02,23.64051976,20.97665987,6227.74
"Tahoe City",0.5,2018-02-06,57.91947972,43.09235075,6227.96
"Tahoe City",0.5,2018-03-29,62.542235,45.71109357,6228.58
"Tahoe City",0.5,2018-04-26,89.47827287,61.62766514,6228.67
"Tahoe City",0.5,2018-07-25,16.91739387,9.968136317,6228.65
"Tahoe City",0.5,2019-01-14,17.38508893,8.092953038,6226.73
"Tahoe City",0.5,2019-03-19,83.91121393,48.75370318,6227.92
"Tahoe City",0.5,2019-04-22,142.8470246,103.6147798,6227.94
"Tahoe City",0.5,2019-06-18,3.89,2.66,6228.95
"Tahoe City",0.5,2019-08-30,26.29,12.62793043,6228.51
"Tahoe City",0.5,2019-09-06,36.72,15.55084305,6228.42
"Tahoe City",0.5,2020-02-13,20.58,10.22833895,6227.35
"Tahoe City",0.5,2020-04-17,58.99,35.24576866,6227.56
"Tahoe City",0.5,2020-06-02,7.54,7.462556929,6227.96
"Tahoe City",0.5,2020-06-24,14.03,11.2299276,6227.86
"Tahoe City",0.5,2020-10-16,,,6226.21
"Tahoe City",0.5,2021-04-06,,33.77,6225.38
"Tahoe City",0.5,2021-05-04,,21.23,6225.25
"Tahoe City",0.5,2021-06-16,,,6224.88
"Tahoe City",0.5,2021-08-13,,8.02,6224.02
"Tahoe City",0.5,2021-12-02,,14.43,6223.46
"Tahoe City",0.5,2022-02-24,,18.96,6223.94
"Tahoe City",0.5,2022-03-14,,63.11,6223.91
"Tahoe City",0.5,2022-07-18,,5.57,6224.18
"Tahoe City",0.5,2023-04-27,9.34,64.81,6225.75
"Tahoe City",0.5,2023-05-25,3.83,11.89,6226.9
"Tahoe City",0.5,2023-07-11,1.22,0.38,6228.25
"Tahoe City",0.5,2023-11-09,10.64,15.19,6227.18
